store_ID,day_of_week,nb_customers_on_day,open,promotion,school_holiday,year,month,day,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,predict_value
1002,1,850,1,1,0,2015,6,2,True,False,False,False,8363.77
666,0,497,1,0,0,2014,3,10,True,False,False,False,4366.242
1089,6,0,0,0,0,2013,11,24,True,False,False,False,10.475818
334,5,515,1,0,0,2013,8,31,True,False,False,False,4378.272
300,5,951,1,0,1,2014,8,30,True,False,False,False,8373.743
207,0,1166,1,0,0,2014,9,22,True,False,False,False,8656.858
683,2,854,1,0,0,2015,5,27,True,False,False,False,7161.689
1094,1,394,1,1,0,2013,5,14,True,False,False,False,5198.853
700,3,576,1,0,0,2015,7,9,True,False,False,False,4836.9834
959,1,744,1,0,0,2014,8,26,True,False,False,False,6211.3486
766,6,0,0,0,0,2014,6,22,True,False,False,False,16.730406
1011,5,977,1,0,0,2013,6,8,True,False,False,False,8310.577
570,4,676,1,0,0,2013,12,13,True,False,False,False,4600.802
685,1,689,1,1,0,2013,9,10,True,False,False,False,9181.616
158,2,681,1,1,1,2014,4,16,True,False,False,False,8811.8125
66,4,522,1,0,1,2015,5,29,True,False,False,False,5134.5415
76,1,1080,1,1,0,2013,7,30,True,False,False,False,12479.343
572,2,458,1,0,0,2013,10,16,True,False,False,False,5115.743
184,5,510,1,0,0,2014,10,11,True,False,False,False,4978.4883
1034,4,775,1,1,0,2013,12,6,True,False,False,False,6772.3804
559,6,0,0,0,0,2013,8,11,True,False,False,False,-16.820179
862,1,1561,1,0,1,2014,12,23,True,False,False,False,13438.099
171,1,962,1,1,0,2014,11,11,True,False,False,False,10939.959
33,6,0,0,0,0,2014,12,7,True,False,False,False,5.331626
936,3,963,1,1,0,2014,11,27,True,False,False,False,8210.31
948,1,1682,1,1,0,2014,2,18,True,False,False,False,8381.094
371,5,551,1,0,0,2013,5,4,True,False,False,False,6151.6357
242,0,378,1,1,0,2014,5,5,True,False,False,False,4802.4507
133,4,622,1,0,0,2014,1,17,True,False,False,False,5416.5815
1031,0,681,1,1,0,2014,12,15,True,False,False,False,7850.3184
850,3,710,1,1,0,2013,2,7,True,False,False,False,6970.218
860,4,833,1,1,0,2015,6,5,True,False,False,False,7169.9106
836,5,301,1,0,0,2013,7,6,True,False,False,False,2320.676
965,5,908,1,0,0,2013,11,30,True,False,False,False,7829.856
1096,0,763,1,1,0,2015,1,26,True,False,False,False,7106.7007
504,2,836,1,1,1,2014,9,3,True,False,False,False,7851.8687
230,0,1327,1,0,1,2013,12,30,True,False,False,False,11745.54
826,0,1170,1,1,0,2013,12,2,True,False,False,False,10610.7705
975,1,767,1,1,1,2013,7,30,True,False,False,False,8831.733
602,1,547,1,0,1,2014,10,28,True,False,False,False,5490.0796
953,4,553,1,1,0,2014,9,19,True,False,False,False,5972.675
187,5,491,1,0,0,2013,11,2,True,False,False,False,5209.4478
792,4,599,1,0,0,2013,10,18,True,False,False,False,5427.8145
1035,3,744,1,1,0,2014,11,27,True,False,False,False,6784.2314
523,2,1515,1,1,1,2015,7,29,True,False,False,False,13277.229
723,3,461,1,0,1,2013,4,4,True,False,False,False,4839.353
1025,6,0,0,0,0,2013,5,26,True,False,False,False,2.0584562
18,6,0,0,0,0,2015,1,4,True,False,False,False,0.22035113
997,2,378,1,1,1,2014,9,3,True,False,False,False,5247.166
400,5,805,1,0,0,2013,10,5,True,False,False,False,7130.7417
1047,1,491,1,0,0,2013,7,9,True,False,False,False,4895.573
819,0,472,1,0,0,2013,9,2,True,False,False,False,4845.011
668,0,1562,1,1,0,2014,6,2,True,False,False,False,13808.312
585,3,666,1,0,0,2015,1,22,True,False,False,False,5869.457
99,0,404,1,0,0,2014,3,10,True,False,False,False,3954.3643
965,5,847,1,0,0,2014,11,22,True,False,False,False,6892.38
590,3,376,1,1,0,2013,2,21,True,False,False,False,4991.46
709,1,1682,1,1,0,2015,6,2,True,False,False,False,14380.605
58,6,0,0,0,0,2013,10,20,True,False,False,False,-1.9900203
409,6,0,0,0,0,2014,2,9,True,False,False,False,39.249588
850,5,826,1,0,0,2015,4,4,True,False,False,False,7086.182
1058,2,737,1,1,0,2013,3,6,True,False,False,False,8460.595
1067,6,0,0,0,0,2014,4,13,True,False,False,False,11.280274
777,0,0,0,0,1,2014,4,21,False,False,True,False,-26.208492
155,2,632,1,1,0,2014,5,21,True,False,False,False,7311.8364
598,0,871,1,1,0,2015,6,29,True,False,False,False,7942.452
493,1,902,1,1,0,2014,7,1,True,False,False,False,9934.867
628,6,0,0,0,1,2014,8,3,True,False,False,False,-39.854496
524,0,1193,1,0,1,2013,12,30,True,False,False,False,10516.607
966,3,585,1,0,1,2013,4,4,True,False,False,False,4666.8486
1022,4,791,1,0,1,2013,12,27,True,False,False,False,6480.2173
380,2,1720,1,1,0,2014,3,5,True,False,False,False,18724.94
132,2,579,1,1,0,2015,1,14,True,False,False,False,6069.9688
400,4,999,1,0,0,2015,6,26,True,False,False,False,7394.9604
988,3,790,1,1,0,2013,8,29,True,False,False,False,6754.3896
906,1,1476,1,1,0,2013,3,19,True,False,False,False,14444.332
1028,1,689,1,1,0,2013,11,5,True,False,False,False,7713.0845
1100,5,484,1,0,0,2013,3,23,True,False,False,False,4017.0276
759,0,607,1,0,0,2013,1,14,True,False,False,False,4565.2544
223,0,716,1,0,0,2014,10,27,True,False,False,False,5948.6943
936,6,0,0,0,0,2015,3,15,True,False,False,False,-7.8693867
780,5,341,1,0,0,2015,7,11,True,False,False,False,3131.3245
259,4,2677,1,1,0,2014,11,28,True,False,False,False,16728.6
131,5,582,1,0,0,2013,11,9,True,False,False,False,5359.8887
251,2,2241,1,1,0,2015,1,28,True,False,False,False,18231.254
1079,5,517,1,0,0,2015,1,17,True,False,False,False,5362.3228
1003,2,1029,1,1,0,2014,3,5,True,False,False,False,9154.028
980,3,450,1,0,0,2013,9,5,True,False,False,False,5170.2134
654,1,766,1,1,0,2015,1,27,True,False,False,False,8507.409
966,3,517,1,0,1,2013,7,25,True,False,False,False,4005.055
1020,0,929,1,0,0,2014,9,22,True,False,False,False,7352.5977
969,2,610,1,1,0,2014,3,19,True,False,False,False,4953.3916
1038,1,490,1,0,1,2015,4,7,True,False,False,False,4857.258
516,2,453,1,0,1,2014,7,9,True,False,False,False,4163.5054
733,0,3171,1,0,0,2013,1,14,True,False,False,False,14177.596
595,5,1881,1,0,0,2014,5,31,True,False,False,False,14779.038
260,2,962,1,1,1,2014,7,16,True,False,False,False,8956.015
768,5,1251,1,0,0,2013,2,2,True,False,False,False,11385.35
940,0,627,1,0,0,2013,1,14,True,False,False,False,5956.2036
364,3,563,1,0,0,2013,6,27,True,False,False,False,4469.609
506,2,763,1,0,1,2015,7,22,True,False,False,False,6585.2886
671,2,507,1,1,1,2013,5,29,True,False,False,False,5731.7534
300,5,862,1,0,0,2015,1,24,True,False,False,False,7075.219
84,1,1563,1,1,0,2014,6,17,True,False,False,False,16379.81
219,3,455,1,1,0,2015,5,7,True,False,False,False,4718.114
934,4,764,1,1,0,2013,3,22,True,False,False,False,7359.6167
125,2,1906,1,1,1,2015,4,1,True,False,False,False,15193.122
176,2,757,1,1,0,2013,12,4,True,False,False,False,7320.198
223,1,675,1,0,0,2013,11,26,True,False,False,False,5321.038
326,0,429,1,1,0,2014,7,14,True,False,False,False,5410.9644
339,1,745,1,1,0,2013,8,27,True,False,False,False,7784.628
872,2,659,1,0,1,2015,4,8,True,False,False,False,6084.6133
579,6,0,0,0,0,2014,11,23,True,False,False,False,-0.6842744
974,4,1599,1,0,0,2014,2,28,True,False,False,False,10988.803
979,6,0,0,0,0,2015,4,12,True,False,False,False,7.4115896
880,2,806,1,1,0,2014,6,4,True,False,False,False,7323.795
910,6,0,0,0,0,2013,3,31,True,False,False,False,-12.87426
1084,5,614,1,0,0,2015,7,4,True,False,False,False,5337.8477
92,4,453,1,0,0,2015,6,12,True,False,False,False,4370.919
14,5,402,1,0,0,2015,6,20,True,False,False,False,3617.774
587,0,960,1,0,1,2013,12,30,True,False,False,False,7947.025
230,3,856,1,1,0,2013,10,24,True,False,False,False,8517.788
689,5,589,1,0,0,2014,3,15,True,False,False,False,6014.5103
599,0,1096,1,1,0,2013,5,13,True,False,False,False,12052.023
596,6,0,0,0,0,2013,12,22,True,False,False,False,-10.67306
576,0,749,1,0,0,2013,3,11,True,False,False,False,5859.9375
141,3,493,1,0,0,2014,6,26,True,False,False,False,4505.8657
751,0,0,0,0,1,2014,4,21,False,False,True,False,20.991053
877,4,925,1,0,0,2013,3,1,True,False,False,False,6869.964
375,1,948,1,1,0,2013,4,23,True,False,False,False,8461.026
230,0,988,1,0,0,2014,12,8,True,False,False,False,7635.265
545,2,1087,1,1,0,2014,1,22,True,False,False,False,11376.925
1022,0,1093,1,1,0,2013,3,4,True,False,False,False,12179.112
597,2,756,1,1,1,2014,8,20,True,False,False,False,7637.5996
559,6,0,0,0,0,2014,6,8,True,False,False,False,-16.820179
1024,5,825,1,0,0,2015,7,18,True,False,False,False,6574.559
36,1,1205,1,1,0,2015,3,17,True,False,False,False,11369.932
702,1,351,1,1,1,2013,5,28,True,False,False,False,4229.079
623,6,0,0,0,0,2013,2,10,True,False,False,False,-12.562238
105,3,483,1,0,0,2013,10,17,True,False,False,False,4243.3906
902,1,648,1,1,0,2013,11,19,True,False,False,False,7296.6953
11,5,786,1,0,0,2015,4,11,True,False,False,False,6005.8027
1039,4,629,1,0,0,2013,6,28,True,False,False,False,5452.6577
102,0,1174,1,1,0,2015,2,16,True,False,False,False,10258.824
543,4,175,1,0,1,2013,10,18,True,False,False,False,1759.2262
827,3,1910,1,0,1,2014,1,2,True,False,False,False,13669.705
110,2,647,1,1,0,2014,10,8,True,False,False,False,6731.572
945,0,698,1,1,1,2015,1,5,True,False,False,False,6918.0005
582,2,749,1,0,0,2014,3,12,True,False,False,False,5666.877
554,3,428,1,0,0,2014,1,16,True,False,False,False,4031.6184
486,1,384,1,0,1,2014,7,8,True,False,False,False,3877.6033
637,5,520,1,0,0,2014,2,15,True,False,False,False,5256.9653
806,4,578,1,0,0,2014,1,31,True,False,False,False,6652.7163
887,5,462,1,0,0,2014,6,21,True,False,False,False,4598.254
374,5,668,1,0,0,2015,4,4,True,False,False,False,6934.274
1025,4,804,1,0,1,2013,1,4,True,False,False,False,6153.4634
638,1,431,1,0,1,2013,8,6,True,False,False,False,4314.365
123,5,490,1,0,0,2015,5,9,True,False,False,False,4763.3975
905,3,1108,1,1,0,2015,2,19,True,False,False,False,8855.984
536,4,989,1,0,1,2013,4,5,True,False,False,False,8630.983
763,6,0,0,0,0,2015,2,1,True,False,False,False,16.730406
191,5,694,1,0,0,2013,8,10,True,False,False,False,6420.954
957,3,948,1,1,0,2014,2,20,True,False,False,False,8333.125
268,3,618,1,1,0,2015,6,4,True,False,False,False,5824.065
654,5,266,1,0,0,2013,9,7,True,False,False,False,2574.6404
612,5,388,1,0,0,2013,9,7,True,False,False,False,4968.1763
747,2,567,1,0,1,2014,8,27,True,False,False,False,5386.604
656,5,380,1,0,0,2013,5,18,True,False,False,False,3219.4417
368,4,592,1,0,1,2013,4,5,True,False,False,False,6191.44
959,2,552,1,0,0,2013,9,18,True,False,False,False,4619.079
329,1,708,1,1,0,2015,2,3,True,False,False,False,7772.276
97,2,535,1,0,1,2015,7,22,True,False,False,False,4827.921
314,1,661,1,1,1,2013,8,13,True,False,False,False,7538.8105
463,6,0,0,0,0,2015,1,11,True,False,False,False,9.656203
258,0,0,0,0,0,2013,5,20,False,True,False,False,2.0706072
283,2,621,1,0,0,2013,11,13,True,False,False,False,4962.4834
556,0,754,1,0,0,2013,4,15,True,False,False,False,5686.7646
388,4,1211,1,1,0,2014,1,24,True,False,False,False,11344.952
67,2,837,1,1,1,2014,9,3,True,False,False,False,9683.707
725,4,677,1,1,0,2015,1,16,True,False,False,False,6771.385
219,3,416,1,1,0,2013,6,6,True,False,False,False,3581.6467
1077,1,479,1,0,0,2015,2,10,True,False,False,False,4311.3066
322,3,589,1,0,0,2013,5,23,True,False,False,False,5681.377
814,2,581,1,1,1,2013,2,20,True,False,False,False,6194.493
134,6,0,0,0,0,2013,6,30,True,False,False,False,-5.184962
54,3,657,1,0,0,2013,7,11,True,False,False,False,6296.075
662,4,854,1,1,0,2013,4,26,True,False,False,False,8442.692
126,6,0,0,0,0,2015,4,19,True,False,False,False,-5.184962
1001,5,471,1,0,0,2013,11,30,True,False,False,False,4428.647
657,3,598,1,0,0,2014,2,13,True,False,False,False,5197.429
590,3,319,1,0,0,2013,3,14,True,False,False,False,3452.6711
193,2,0,0,0,1,2013,12,25,False,False,False,True,24.23972
168,5,465,1,0,0,2013,9,21,True,False,False,False,4337.8545
16,0,839,1,0,0,2013,7,22,True,False,False,False,6631.8438
244,0,738,1,1,0,2013,2,4,True,False,False,False,8076.206
545,6,0,0,0,0,2015,2,8,True,False,False,False,31.392807
1032,5,492,1,0,0,2013,1,19,True,False,False,False,4411.2544
290,4,987,1,1,0,2013,5,31,True,False,False,False,8934.335
548,3,335,1,1,0,2013,1,24,True,False,False,False,4366.3496
733,0,3508,1,1,1,2014,8,4,True,False,False,False,15929.423
654,3,716,1,1,0,2013,6,6,True,False,False,False,7269.1826
272,5,377,1,0,0,2013,5,4,True,False,False,False,3852.3088
1017,2,1176,1,1,0,2013,3,20,True,False,False,False,9500.654
708,1,462,1,1,0,2014,5,20,True,False,False,False,5514.913
819,3,454,1,1,0,2015,1,8,True,False,False,False,5198.7744
99,2,372,1,0,0,2013,6,26,True,False,False,False,3680.502
982,1,710,1,0,0,2013,12,10,True,False,False,False,6702.773
683,4,0,0,1,1,2015,4,3,False,False,True,False,-110.89452
194,2,373,1,0,0,2013,10,16,True,False,False,False,3980.8652
853,1,1201,1,1,0,2015,6,30,True,False,False,False,11121.693
53,0,650,1,1,1,2014,4,28,True,False,False,False,7793.532
281,3,508,1,1,0,2013,2,7,True,False,False,False,6134.8374
101,1,879,1,1,0,2014,9,2,True,False,False,False,9189.158
440,4,769,1,1,1,2015,6,5,True,False,False,False,7504.842
994,1,435,1,1,0,2014,3,18,True,False,False,False,4657.356
168,1,930,1,1,1,2013,7,30,True,False,False,False,10482.327
48,6,0,0,0,0,2013,10,27,True,False,False,False,0.6980335
652,5,501,1,0,0,2014,2,15,True,False,False,False,4872.703
934,5,474,1,0,0,2014,1,11,True,False,False,False,4419.576
223,5,589,1,0,0,2014,3,29,True,False,False,False,5178.4453
378,4,0,0,0,1,2014,12,26,False,False,False,True,-12.091834
865,2,624,1,1,0,2013,7,17,True,False,False,False,6519.322
466,4,861,1,0,0,2014,1,31,True,False,False,False,6254.1143
789,4,546,1,0,0,2014,2,14,True,False,False,False,4896.8193
61,6,0,0,0,0,2015,6,7,True,False,False,False,-1.9900203
765,3,1068,1,1,0,2013,12,19,True,False,False,False,12878.998
673,0,500,1,0,0,2015,2,23,True,False,False,False,4963.206
258,2,444,1,0,0,2014,6,25,True,False,False,False,4449.777
740,2,499,1,1,0,2014,10,8,True,False,False,False,6763.565
1080,0,764,1,0,0,2013,9,16,True,False,False,False,7724.1045
918,4,661,1,1,0,2014,6,20,True,False,False,False,5779.6265
857,5,1004,1,0,0,2013,6,22,True,False,False,False,7982.0005
837,0,482,1,1,0,2013,7,1,True,False,False,False,4239.078
516,6,0,0,0,0,2015,3,1,True,False,False,False,-19.025425
446,1,505,1,0,0,2014,5,27,True,False,False,False,4053.7676
835,3,0,0,1,0,2013,5,30,False,True,False,False,18.442345
140,6,0,0,0,0,2013,2,3,True,False,False,False,7.0860076
207,2,1584,1,1,0,2013,8,14,True,False,False,False,14816.435
961,3,668,1,1,0,2015,1,29,True,False,False,False,6683.9272
772,1,507,1,1,0,2014,3,18,True,False,False,False,4419.059
1089,1,1050,1,1,0,2014,9,2,True,False,False,False,10353.588
521,2,421,1,1,0,2014,3,5,True,False,False,False,4885.354
823,4,600,1,0,0,2014,1,17,True,False,False,False,5040.15
436,5,426,1,0,0,2013,9,14,True,False,False,False,3706.4055
483,6,0,0,0,0,2014,3,9,True,False,False,False,-6.2526746
215,1,333,1,0,0,2014,3,25,True,False,False,False,3527.2756
109,4,802,1,0,0,2015,5,29,True,False,False,False,7702.6694
858,0,590,1,1,0,2013,12,16,True,False,False,False,5645.7246
425,3,501,1,1,0,2015,3,5,True,False,False,False,4796.936
357,4,905,1,0,1,2015,7,24,True,False,False,False,6918.544
255,0,575,1,1,0,2015,2,2,True,False,False,False,6874.4307
798,5,343,1,0,0,2015,2,7,True,False,False,False,3229.336
366,5,304,1,0,0,2013,3,23,True,False,False,False,3510.145
534,1,510,1,0,1,2015,4,7,True,False,False,False,4780.0264
179,4,1176,1,1,0,2014,6,20,True,False,False,False,11266.0205
258,1,464,1,0,1,2013,9,3,True,False,False,False,4609.492
693,4,384,1,0,1,2014,8,29,True,False,False,False,4062.0442
999,3,685,1,1,1,2013,10,24,True,False,False,False,7789.6143
834,5,492,1,0,0,2014,4,19,True,False,False,False,4969.2773
512,3,1410,1,0,1,2013,10,31,True,False,False,False,7077.2466
818,1,662,1,1,0,2013,4,23,True,False,False,False,7484.5225
534,5,606,1,0,0,2013,10,12,True,False,False,False,5630.53
1084,1,1099,1,1,0,2013,12,17,True,False,False,False,11308.162
34,1,861,1,0,0,2015,3,10,True,False,False,False,6932.715
101,3,686,1,0,0,2014,3,27,True,False,False,False,5716.998
187,0,885,1,1,0,2015,3,2,True,False,False,False,9234.681
20,0,1041,1,1,0,2013,9,23,True,False,False,False,10135.783
828,6,0,0,0,0,2014,10,26,True,False,False,False,1.1853936
434,0,823,1,1,1,2013,8,12,True,False,False,False,9767.042
738,0,864,1,1,0,2015,5,4,True,False,False,False,10270.255
351,4,569,1,1,0,2014,3,7,True,False,False,False,6739.088
1020,3,905,1,0,0,2014,1,30,True,False,False,False,6990.8184
86,6,0,0,0,0,2013,8,11,True,False,False,False,3.0789373
266,2,573,1,1,0,2015,6,17,True,False,False,False,5771.9146
608,4,1024,1,1,0,2014,6,20,True,False,False,False,9822.416
708,4,493,1,1,1,2014,2,21,True,False,False,False,5369.029
734,2,605,1,1,0,2014,2,5,True,False,False,False,6739.9297
776,6,0,0,0,0,2015,6,7,True,False,False,False,-17.65169
1060,1,853,1,1,0,2013,4,9,True,False,False,False,9806.567
182,1,507,1,1,0,2014,4,29,True,False,False,False,6477.8853
542,2,431,1,0,0,2013,1,16,True,False,False,False,5083.592
602,0,610,1,0,0,2013,5,6,True,False,False,False,5763.9517
101,3,777,1,1,0,2013,11,7,True,False,False,False,7769.734
784,6,0,0,0,0,2013,6,30,True,False,False,False,-19.069555
