store_ID,day_of_week,nb_customers_on_day,open,promotion,school_holiday,year,month,day,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,predict_value
184,5,510,1,0,0,2014,10,11,True,False,False,False,4900.917
1034,4,775,1,1,0,2013,12,6,True,False,False,False,7430.7812
559,6,0,0,0,0,2013,8,11,True,False,False,False,-96.716225
862,1,1561,1,0,1,2014,12,23,True,False,False,False,12322.906
171,1,962,1,1,0,2014,11,11,True,False,False,False,10239.607
33,6,0,0,0,0,2014,12,7,True,False,False,False,24.325462
936,3,963,1,1,0,2014,11,27,True,False,False,False,8628.632
948,1,1682,1,1,0,2014,2,18,True,False,False,False,13547.985
371,5,551,1,0,0,2013,5,4,True,False,False,False,5556.952
242,0,378,1,1,0,2014,5,5,True,False,False,False,4817.114
133,4,622,1,0,0,2014,1,17,True,False,False,False,5506.074
1031,0,681,1,1,0,2014,12,15,True,False,False,False,7458.7417
850,3,710,1,1,0,2013,2,7,True,False,False,False,7098.2393
860,4,833,1,1,0,2015,6,5,True,False,False,False,7854.7446
836,5,301,1,0,0,2013,7,6,True,False,False,False,3086.4944
965,5,908,1,0,0,2013,11,30,True,False,False,False,7311.113
1096,0,763,1,1,0,2015,1,26,True,False,False,False,8559.431
504,2,836,1,1,1,2014,9,3,True,False,False,False,8295.325
230,0,1327,1,0,1,2013,12,30,True,False,False,False,10998.966
826,0,1170,1,1,0,2013,12,2,True,False,False,False,11876.21
975,1,767,1,1,1,2013,7,30,True,False,False,False,8471.484
602,1,547,1,0,1,2014,10,28,True,False,False,False,5190.4805
953,4,553,1,1,0,2014,9,19,True,False,False,False,5765.7383
187,5,491,1,0,0,2013,11,2,True,False,False,False,4852.4224
792,4,599,1,0,0,2013,10,18,True,False,False,False,5270.276
1035,3,744,1,1,0,2014,11,27,True,False,False,False,7254.45
523,2,1515,1,1,1,2015,7,29,True,False,False,False,13364.622
723,3,461,1,0,1,2013,4,4,True,False,False,False,4470.57
1025,6,0,0,0,0,2013,5,26,True,False,False,False,-69.77264
18,6,0,0,0,0,2015,1,4,True,False,False,False,-58.34537
997,2,378,1,1,1,2014,9,3,True,False,False,False,4575.6533
400,5,805,1,0,0,2013,10,5,True,False,False,False,6974.521
1047,1,491,1,0,0,2013,7,9,True,False,False,False,4658.819
819,0,472,1,0,0,2013,9,2,True,False,False,False,4309.1895
668,0,1562,1,1,0,2014,6,2,True,False,False,False,13920.314
585,3,666,1,0,0,2015,1,22,True,False,False,False,5736.525
99,0,404,1,0,0,2014,3,10,True,False,False,False,3940.605
965,5,847,1,0,0,2014,11,22,True,False,False,False,7013.8013
590,3,376,1,1,0,2013,2,21,True,False,False,False,4299.7734
709,1,1682,1,1,0,2015,6,2,True,False,False,False,15366.622
58,6,0,0,0,0,2013,10,20,True,False,False,False,274.83423
409,6,0,0,0,0,2014,2,9,True,False,False,False,29.83083
850,5,826,1,0,0,2015,4,4,True,False,False,False,7016.146
1058,2,737,1,1,0,2013,3,6,True,False,False,False,7555.955
1067,6,0,0,0,0,2014,4,13,True,False,False,False,30.075123
777,0,0,0,0,1,2014,4,21,False,False,True,False,116.79175
155,2,632,1,1,0,2014,5,21,True,False,False,False,7255.896
598,0,871,1,1,0,2015,6,29,True,False,False,False,9533.177
493,1,902,1,1,0,2014,7,1,True,False,False,False,9622.845
628,6,0,0,0,1,2014,8,3,True,False,False,False,16.122822
524,0,1193,1,0,1,2013,12,30,True,False,False,False,10549.209
966,3,585,1,0,1,2013,4,4,True,False,False,False,4998.25
1022,4,791,1,0,1,2013,12,27,True,False,False,False,6438.37
380,2,1720,1,1,0,2014,3,5,True,False,False,False,14811.281
132,2,579,1,1,0,2015,1,14,True,False,False,False,6456.092
400,4,999,1,0,0,2015,6,26,True,False,False,False,7735.713
988,3,790,1,1,0,2013,8,29,True,False,False,False,7670.603
906,1,1476,1,1,0,2013,3,19,True,False,False,False,14219.961
1028,1,689,1,1,0,2013,11,5,True,False,False,False,7458.7417
1100,5,484,1,0,0,2013,3,23,True,False,False,False,4198.151
759,0,607,1,0,0,2013,1,14,True,False,False,False,5159.7236
223,0,716,1,0,0,2014,10,27,True,False,False,False,6031.117
936,6,0,0,0,0,2015,3,15,True,False,False,False,-65.85625
780,5,341,1,0,0,2015,7,11,True,False,False,False,3439.1462
259,4,2677,1,1,0,2014,11,28,True,False,False,False,17428.893
131,5,582,1,0,0,2013,11,9,True,False,False,False,5451.9766
251,2,2241,1,1,0,2015,1,28,True,False,False,False,18162.668
1079,5,517,1,0,0,2015,1,17,True,False,False,False,4988.212
1003,2,1029,1,1,0,2014,3,5,True,False,False,False,9226.906
980,3,450,1,0,0,2013,9,5,True,False,False,False,4161.43
654,1,766,1,1,0,2015,1,27,True,False,False,False,8638.88
966,3,517,1,0,1,2013,7,25,True,False,False,False,4616.7163
1020,0,929,1,0,0,2014,9,22,True,False,False,False,7235.0684
969,2,610,1,1,0,2014,3,19,True,False,False,False,6405.465
1038,1,490,1,0,1,2015,4,7,True,False,False,False,4564.8955
516,2,453,1,0,1,2014,7,9,True,False,False,False,4329.4043
733,0,3171,1,0,0,2013,1,14,True,False,False,False,15923.12
595,5,1881,1,0,0,2014,5,31,True,False,False,False,12964.227
260,2,962,1,1,1,2014,7,16,True,False,False,False,9106.237
768,5,1251,1,0,0,2013,2,2,True,False,False,False,9608.067
940,0,627,1,0,0,2013,1,14,True,False,False,False,5446.0283
364,3,563,1,0,0,2013,6,27,True,False,False,False,5033.397
506,2,763,1,0,1,2015,7,22,True,False,False,False,6368.375
671,2,507,1,1,1,2013,5,29,True,False,False,False,5812.954
300,5,862,1,0,0,2015,1,24,True,False,False,False,7216.0083
84,1,1563,1,1,0,2014,6,17,True,False,False,False,15112.909
219,3,455,1,1,0,2015,5,7,True,False,False,False,5199.0513
934,4,764,1,1,0,2013,3,22,True,False,False,False,7351.4883
125,2,1906,1,1,1,2015,4,1,True,False,False,False,15428.6045
176,2,757,1,1,0,2013,12,4,True,False,False,False,7827.0044
223,1,675,1,0,0,2013,11,26,True,False,False,False,5736.1265
326,0,429,1,1,0,2014,7,14,True,False,False,False,5334.874
339,1,745,1,1,0,2013,8,27,True,False,False,False,8377.901
872,2,659,1,0,1,2015,4,8,True,False,False,False,5642.222
579,6,0,0,0,0,2014,11,23,True,False,False,False,-107.35705
974,4,1599,1,0,0,2014,2,28,True,False,False,False,10471.092
979,6,0,0,0,0,2015,4,12,True,False,False,False,-72.84555
880,2,806,1,1,0,2014,6,4,True,False,False,False,7993.919
910,6,0,0,0,0,2013,3,31,True,False,False,False,-2.287669
1084,5,614,1,0,0,2015,7,4,True,False,False,False,5589.038
92,4,453,1,0,0,2015,6,12,True,False,False,False,4359.733
14,5,402,1,0,0,2015,6,20,True,False,False,False,3872.5745
587,0,960,1,0,1,2013,12,30,True,False,False,False,8091.888
230,3,856,1,1,0,2013,10,24,True,False,False,False,8339.199
689,5,589,1,0,0,2014,3,15,True,False,False,False,5701.376
599,0,1096,1,1,0,2013,5,13,True,False,False,False,11181.983
596,6,0,0,0,0,2013,12,22,True,False,False,False,-28.583036
576,0,749,1,0,0,2013,3,11,True,False,False,False,6073.5757
141,3,493,1,0,0,2014,6,26,True,False,False,False,4748.2417
751,0,0,0,0,1,2014,4,21,False,False,True,False,215.0078
877,4,925,1,0,0,2013,3,1,True,False,False,False,7249.5747
375,1,948,1,1,0,2013,4,23,True,False,False,False,10310.901
230,0,988,1,0,0,2014,12,8,True,False,False,False,7905.152
545,2,1087,1,1,0,2014,1,22,True,False,False,False,10407.395
1022,0,1093,1,1,0,2013,3,4,True,False,False,False,11039.654
597,2,756,1,1,1,2014,8,20,True,False,False,False,7785.188
559,6,0,0,0,0,2014,6,8,True,False,False,False,-96.716225
1024,5,825,1,0,0,2015,7,18,True,False,False,False,6915.288
36,1,1205,1,1,0,2015,3,17,True,False,False,False,11910.454
702,1,351,1,1,1,2013,5,28,True,False,False,False,4473.6616
623,6,0,0,0,0,2013,2,10,True,False,False,False,17.832376
105,3,483,1,0,0,2013,10,17,True,False,False,False,4543.999
902,1,648,1,1,0,2013,11,19,True,False,False,False,7150.65
11,5,786,1,0,0,2015,4,11,True,False,False,False,6571.741
1039,4,629,1,0,0,2013,6,28,True,False,False,False,5332.0195
102,0,1174,1,1,0,2015,2,16,True,False,False,False,11744.153
543,4,175,1,0,1,2013,10,18,True,False,False,False,1707.9397
827,3,1910,1,0,1,2014,1,2,True,False,False,False,13894.622
110,2,647,1,1,0,2014,10,8,True,False,False,False,7075.9985
945,0,698,1,1,1,2015,1,5,True,False,False,False,7138.873
582,2,749,1,0,0,2014,3,12,True,False,False,False,6125.77
554,3,428,1,0,0,2014,1,16,True,False,False,False,4006.4783
486,1,384,1,0,1,2014,7,8,True,False,False,False,3819.5437
637,5,520,1,0,0,2014,2,15,True,False,False,False,5080.2144
806,4,578,1,0,0,2014,1,31,True,False,False,False,5466.7437
887,5,462,1,0,0,2014,6,21,True,False,False,False,4444.462
374,5,668,1,0,0,2015,4,4,True,False,False,False,6403.3506
1025,4,804,1,0,1,2013,1,4,True,False,False,False,6389.3955
638,1,431,1,0,1,2013,8,6,True,False,False,False,4440.203
123,5,490,1,0,0,2015,5,9,True,False,False,False,4788.561
905,3,1108,1,1,0,2015,2,19,True,False,False,False,9802.594
536,4,989,1,0,1,2013,4,5,True,False,False,False,8297.436
763,6,0,0,0,0,2015,2,1,True,False,False,False,-15.584313
191,5,694,1,0,0,2013,8,10,True,False,False,False,6265.4575
957,3,948,1,1,0,2014,2,20,True,False,False,False,8576.45
268,3,618,1,1,0,2015,6,4,True,False,False,False,6408.578
654,5,266,1,0,0,2013,9,7,True,False,False,False,2760.3372
612,5,388,1,0,0,2013,9,7,True,False,False,False,3936.2798
747,2,567,1,0,1,2014,8,27,True,False,False,False,5409.079
656,5,380,1,0,0,2013,5,18,True,False,False,False,3782.7722
368,4,592,1,0,1,2013,4,5,True,False,False,False,5683.5366
959,2,552,1,0,0,2013,9,18,True,False,False,False,4826.927
329,1,708,1,1,0,2015,2,3,True,False,False,False,8029.8228
97,2,535,1,0,1,2015,7,22,True,False,False,False,4963.7764
314,1,661,1,1,1,2013,8,13,True,False,False,False,7600.602
463,6,0,0,0,0,2015,1,11,True,False,False,False,-43.603073
258,0,0,0,0,0,2013,5,20,False,True,False,False,-25.390205
283,2,621,1,0,0,2013,11,13,True,False,False,False,5538.9155
556,0,754,1,0,0,2013,4,15,True,False,False,False,5947.581
388,4,1211,1,1,0,2014,1,24,True,False,False,False,10714.18
67,2,837,1,1,1,2014,9,3,True,False,False,False,8465.727
725,4,677,1,1,0,2015,1,16,True,False,False,False,7014.386
219,3,416,1,1,0,2013,6,6,True,False,False,False,4814.401
1077,1,479,1,0,0,2015,2,10,True,False,False,False,4449.8594
322,3,589,1,0,0,2013,5,23,True,False,False,False,5326.443
814,2,581,1,1,1,2013,2,20,True,False,False,False,6347.3477
134,6,0,0,0,0,2013,6,30,True,False,False,False,2.1463559
54,3,657,1,0,0,2013,7,11,True,False,False,False,6047.0054
662,4,854,1,1,0,2013,4,26,True,False,False,False,8180.832
126,6,0,0,0,0,2015,4,19,True,False,False,False,2.1463559
1001,5,471,1,0,0,2013,11,30,True,False,False,False,4576.644
657,3,598,1,0,0,2014,2,13,True,False,False,False,5335.2183
590,3,319,1,0,0,2013,3,14,True,False,False,False,3187.288
193,2,0,0,0,1,2013,12,25,False,False,False,True,55.14378
168,5,465,1,0,0,2013,9,21,True,False,False,False,4544.163
16,0,839,1,0,0,2013,7,22,True,False,False,False,6619.213
244,0,738,1,1,0,2013,2,4,True,False,False,False,8321.841
545,6,0,0,0,0,2015,2,8,True,False,False,False,175.37686
1032,5,492,1,0,0,2013,1,19,True,False,False,False,4664.5947
290,4,987,1,1,0,2013,5,31,True,False,False,False,8891.89
548,3,335,1,1,0,2013,1,24,True,False,False,False,3967.7788
733,0,3508,1,1,1,2014,8,4,True,False,False,False,18806.172
654,3,716,1,1,0,2013,6,6,True,False,False,False,7215.687
272,5,377,1,0,0,2013,5,4,True,False,False,False,3684.184
1017,2,1176,1,1,0,2013,3,20,True,False,False,False,10490.539
708,1,462,1,1,0,2014,5,20,True,False,False,False,5810.4487
819,3,454,1,1,0,2015,1,8,True,False,False,False,5091.1216
99,2,372,1,0,0,2013,6,26,True,False,False,False,3693.5208
982,1,710,1,0,0,2013,12,10,True,False,False,False,5824.7437
683,4,0,0,1,1,2015,4,3,False,False,True,False,-187.65186
194,2,373,1,0,0,2013,10,16,True,False,False,False,3728.9722
853,1,1201,1,1,0,2015,6,30,True,False,False,False,11858.488
53,0,650,1,1,1,2014,4,28,True,False,False,False,7807.239
281,3,508,1,1,0,2013,2,7,True,False,False,False,5702.5273
101,1,879,1,1,0,2014,9,2,True,False,False,False,9606.586
440,4,769,1,1,1,2015,6,5,True,False,False,False,7586.0957
994,1,435,1,1,0,2014,3,18,True,False,False,False,5497.213
168,1,930,1,1,1,2013,7,30,True,False,False,False,9989.976
48,6,0,0,0,0,2013,10,27,True,False,False,False,-72.61242
652,5,501,1,0,0,2014,2,15,True,False,False,False,4826.036
934,5,474,1,0,0,2014,1,11,True,False,False,False,4523.174
223,5,589,1,0,0,2014,3,29,True,False,False,False,5548.187
378,4,0,0,0,1,2014,12,26,False,False,False,True,175.96614
865,2,624,1,1,0,2013,7,17,True,False,False,False,6506.1406
466,4,861,1,0,0,2014,1,31,True,False,False,False,6851.8228
789,4,546,1,0,0,2014,2,14,True,False,False,False,4928.221
61,6,0,0,0,0,2015,6,7,True,False,False,False,274.83423
765,3,1068,1,1,0,2013,12,19,True,False,False,False,9530.422
673,0,500,1,0,0,2015,2,23,True,False,False,False,4570.564
258,2,444,1,0,0,2014,6,25,True,False,False,False,4271.8154
740,2,499,1,1,0,2014,10,8,True,False,False,False,5898.486
1080,0,764,1,0,0,2013,9,16,True,False,False,False,6357.921
918,4,661,1,1,0,2014,6,20,True,False,False,False,6580.57
857,5,1004,1,0,0,2013,6,22,True,False,False,False,8089.5396
837,0,482,1,1,0,2013,7,1,True,False,False,False,5762.138
516,6,0,0,0,0,2015,3,1,True,False,False,False,-28.095697
446,1,505,1,0,0,2014,5,27,True,False,False,False,4600.5044
835,3,0,0,1,0,2013,5,30,False,True,False,False,71.39143
140,6,0,0,0,0,2013,2,3,True,False,False,False,86.49557
207,2,1584,1,1,0,2013,8,14,True,False,False,False,13609.826
961,3,668,1,1,0,2015,1,29,True,False,False,False,6608.1577
772,1,507,1,1,0,2014,3,18,True,False,False,False,5990.5356
1089,1,1050,1,1,0,2014,9,2,True,False,False,False,11203.1045
521,2,421,1,1,0,2014,3,5,True,False,False,False,5056.9067
823,4,600,1,0,0,2014,1,17,True,False,False,False,5260.123
436,5,426,1,0,0,2013,9,14,True,False,False,False,4147.596
483,6,0,0,0,0,2014,3,9,True,False,False,False,-43.603073
215,1,333,1,0,0,2014,3,25,True,False,False,False,3330.4255
109,4,802,1,0,0,2015,5,29,True,False,False,False,6574.5093
858,0,590,1,1,0,2013,12,16,True,False,False,False,6640.6895
425,3,501,1,1,0,2015,3,5,True,False,False,False,5422.3047
357,4,905,1,0,1,2015,7,24,True,False,False,False,7285.8647
255,0,575,1,1,0,2015,2,2,True,False,False,False,6658.304
798,5,343,1,0,0,2015,2,7,True,False,False,False,3523.4653
366,5,304,1,0,0,2013,3,23,True,False,False,False,3368.3188
534,1,510,1,0,1,2015,4,7,True,False,False,False,4806.9707
179,4,1176,1,1,0,2014,6,20,True,False,False,False,10245.004
258,1,464,1,0,1,2013,9,3,True,False,False,False,4496.197
693,4,384,1,0,1,2014,8,29,True,False,False,False,3788.2017
999,3,685,1,1,1,2013,10,24,True,False,False,False,7166.9775
834,5,492,1,0,0,2014,4,19,True,False,False,False,4732.343
512,3,1410,1,0,1,2013,10,31,True,False,False,False,10256.391
818,1,662,1,1,0,2013,4,23,True,False,False,False,7467.453
534,5,606,1,0,0,2013,10,12,True,False,False,False,5566.2925
1084,1,1099,1,1,0,2013,12,17,True,False,False,False,11290.962
34,1,861,1,0,0,2015,3,10,True,False,False,False,6979.5835
101,3,686,1,0,0,2014,3,27,True,False,False,False,6018.135
187,0,885,1,1,0,2015,3,2,True,False,False,False,9555.924
20,0,1041,1,1,0,2013,9,23,True,False,False,False,10787.238
828,6,0,0,0,0,2014,10,26,True,False,False,False,-2.0260599
434,0,823,1,1,1,2013,8,12,True,False,False,False,9204.116
738,0,864,1,1,0,2015,5,4,True,False,False,False,9574.909
351,4,569,1,1,0,2014,3,7,True,False,False,False,6172.7603
1020,3,905,1,0,0,2014,1,30,True,False,False,False,7012.294
86,6,0,0,0,0,2013,8,11,True,False,False,False,-156.19069
266,2,573,1,1,0,2015,6,17,True,False,False,False,6212.3545
608,4,1024,1,1,0,2014,6,20,True,False,False,False,9288.69
708,4,493,1,1,1,2014,2,21,True,False,False,False,5569.133
734,2,605,1,1,0,2014,2,5,True,False,False,False,6763.9023
776,6,0,0,0,0,2015,6,7,True,False,False,False,-15.584313
1060,1,853,1,1,0,2013,4,9,True,False,False,False,9271.588
182,1,507,1,1,0,2014,4,29,True,False,False,False,6158.847
542,2,431,1,0,0,2013,1,16,True,False,False,False,4352.213
602,0,610,1,0,0,2013,5,6,True,False,False,False,5398.484
101,3,777,1,1,0,2013,11,7,True,False,False,False,7779.746
784,6,0,0,0,0,2013,6,30,True,False,False,False,-3.8215344
679,6,0,0,0,0,2013,11,17,True,False,False,False,-140.98831
